prix,type_de_bien,details,zone
137000,Appartement à vendre - Première occupation,"1 pièce · 20,7 m² · Étage 2/6",Saint Louis  Lyon 7ème arrondissement (69007)
210000,Appartement à vendre,2 pièces · 1 chambre · 52 m² · Étage 2/2,Croix Rousse Gros Caillou  Lyon 4ème arrondissement (69004)
330000,Appartement à vendre,4 pièces · 2 chambres · 96 m² · Étage 4/7,Charpennes-Tonkin  Villeurbanne (69100)
525000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 111 m² · 214 m² de terrain,Champ-Blanc  Décines-Charpieu (69150)
268000,Appartement à vendre - neuf,2 pièces · 56 m² · 3 étages,Nord  Gières (38610)
449000,Terrain avec maison neuve à vendre,3 pièces · 3 chambres · 102 m² · 241 m² de terrain,Champ-Blanc  Décines-Charpieu (69150)
189000,Appartement à vendre - neuf,2 pièces · 1 chambre · 64 m²,Vénissieux (69200)
329000,Appartement à vendre - neuf,2 pièces · 1 chambre · 49 m² · RDC/3,Saint Irénée  Lyon 5ème arrondissement (69005)
715000,Maison à vendre,6 pièces · 4 chambres · 152 m² · 755 m² de terrain,Bourg  Genas (69740)
349000,Maison à vendre,4 pièces · 3 chambres · 101 m² · 258 m² de terrain,Centre Nord Est  Saint-Symphorien-d'Ozon (69360)
790000,Maison à vendre,8 pièces · 6 chambres · 192 m² · 1 237 m² de terrain,Ouest  Brignais (69530)
364000,Duplex à vendre,6 pièces · 5 chambres · 180 m² · RDC/2,Val d'Oingt (69620)
340000,Appartement à vendre,"3 pièces · 2 chambres · 63,5 m² · Étage 1/7",Guillotière  Lyon 7ème arrondissement (69007)
799000,Maison à vendre,5 pièces · 4 chambres · 165 m² · 3 138 m² de terrain,Brindas (69126)
85000,Appartement à vendre,1 pièce · 28 m² · Étage 1/2,Sérézin-du-Rhône (69360)
130000,Appartement à vendre,3 pièces · 2 chambres · 60 m² · Étage 4/5,Centre Bourg  Neuville-sur-Saône (69250)
195000,Appartement à vendre,2 pièces · 1 chambre · 51 m² · 1er étage,Girondins  Lyon 7ème arrondissement (69007)
236000,Appartement à vendre - neuf,3 pièces · 55 m²,Bourgoin-Jallieu (38300)
385000,Appartement à vendre,4 pièces · 3 chambres · 97 m² · Étage 3/5,Saint Louis  Lyon 7ème arrondissement (69007)
145000,Appartement à vendre,2 pièces · 1 chambre · 48 m² · RDC,La Pagère-Bron Église-Le Terraillon-Saint Jean  Bron (69500)
315000,Appartement à vendre,"3 pièces · 2 chambres · 61,1 m² · Étage 2/2",Vourles (69390)
290000,Appartement à vendre,"2 pièces · 1 chambre · 44,7 m² · Étage 4/5",Pentes de la croix-rousse  Lyon 1er arrondissement (69001)
649000,Maison à vendre,6 pièces · 5 chambres · 160 m² · 800 m² de terrain,Saint-Pierre-de-Chandieu (69780)
295000,Appartement à vendre,3 pièces · 2 chambres · 64 m² · RDC/4,Monplaisir Lumière  Lyon 8ème arrondissement (69008)
310000,Appartement en viager,"3 pièces · 2 chambres · 72,4 m² · 9ème étage",Lyon 3ème arrondissement (69003)
188000,Appartement à vendre,"2 pièces · 1 chambre · 50,7 m² · Étage 5/5",Bonnevay - La Soie - Les Brosses  Villeurbanne (69100)
230000,Appartement à vendre,"2 pièces · 1 chambre · 48,1 m² · Étage 1/1",Vourles (69390)
225000,Appartement à vendre,"2 pièces · 1 chambre · 47,6 m² · Étage 2/6",Foch  Lyon 6ème arrondissement (69003)
585000,Appartement à vendre,4 pièces · 3 chambres · 116 m² · 2ème étage,Presqu'île - Centre ville - Cordeliers  Lyon 2ème arrondissement (69002)
460000,Maison à vendre,5 pièces · 3 chambres · 120 m² · 2 075 m² de terrain,Légny (69620)
485000,Appartement à vendre,5 pièces · 4 chambres · 111 m² · Étage 5/8,Le-Perollier  Écully (69130)
516000,Appartement à vendre - neuf,"4 pièces · 87,9 m² · Étage 2/3 · dès le 31/12/2027",Hameaux  Saint-Ismier (38330)
525000,Appartement à vendre,4 pièces · 2 chambres · 104 m² · RDC,Charlier  Écully (69130)
142000,Appartement à vendre,1 pièce · 23 m² · Étage 3/4,Lyon 3ème arrondissement (69003)
390000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 95 m² · 800 m² de terrain,Chazay-d'Azergues (69380)
225000,Appartement à vendre,2 pièces · 1 chambre · 50 m² · Étage 2/4,Montchat  Lyon 3ème arrondissement (69003)
435000,Duplex à vendre,6 pièces · 4 chambres · 145 m² · Étage 4/5,Laënnec  Lyon 8ème arrondissement (69008)
285000,Appartement à vendre,4 pièces · 3 chambres · 80 m² · Étage 3/4,Laënnec  Lyon 8ème arrondissement (69008)
255000,Appartement à vendre,"4 pièces · 3 chambres · 79,8 m² · Étage 2/6",Centre Nord  Oullins-Pierre-Bénite (69600)
260000,Duplex à vendre,5 pièces · 4 chambres · 112 m² · 1 étages,Saint-Germain-au-Mont-d'Or (69650)
2300000,Appartement à vendre,5 pièces · 4 chambres · 214 m² · Étage 3/3,Fourvière-Saint Just  Lyon 5ème arrondissement (69005)
520000,Maison à vendre,5 pièces · 4 chambres · 124 m² · 951 m² de terrain,Zone Pavillonnaire  Chaponost (69630)
225000,Appartement à vendre,2 pièces · 1 chambre · 44 m² · Étage 2/4,Croix Rousse Gros Caillou  Lyon 4ème arrondissement (69004)
345000,Maison à vendre,"5 pièces · 4 chambres · 79,3 m² · 800 m² de terrain",Grand-Large  Meyzieu (69330)
2900000,Maison à vendre,5 pièces · 3 chambres · 302 m² · 4 000 m² de terrain,Échenevex (01170)
560000,Maison à vendre,9 pièces · 6 chambres · 218 m² · 990 m² de terrain,Mornant (69440)
662000,Appartement en viager,5 pièces · 1 chambre · 145 m² · Étage 4/6,Tête d'Or  Lyon 6ème arrondissement (69006)
164000,Appartement à vendre,"2 pièces · 1 chambre · 50,5 m² · Étage 3/16",Vaise  Lyon 9ème arrondissement (69009)
990000,Maison à vendre,7 pièces · 4 chambres · 220 m²,Chaponost (69630)
367000,Appartement à vendre - neuf,3 pièces · 2 chambres · 59 m² · 4ème étage,Ainay  Lyon 2ème arrondissement (69002)
185000,Appartement à vendre,3 pièces · 2 chambres · 56 m² · RDC/2,Sérézin-du-Rhône (69360)
970000,Appartement à vendre,4 pièces · 3 chambres · 168 m² · RDC/4,Croix Rousse Gros Caillou  Lyon 4ème arrondissement (69004)
720000,Maison à vendre,10 pièces · 7 chambres · 391 m²,Lyon 8ème arrondissement (69008)
952200,Maison à vendre,"4 pièces · 3 chambres · 188,4 m² · 3 400 m² de terrain",Beauvallon (69700)
389000,Maison à vendre,4 pièces · 3 chambres · 93 m² · 602 m² de terrain,Nord  Mions (69780)
519000,Maison à vendre,5 pièces · 3 chambres · 102 m² · 378 m² de terrain,Bussiere  Oullins-Pierre-Bénite (69600)
149000,Appartement à vendre,"1 pièce · 26,1 m² · Étage 1/1",Gratte Ciel  Villeurbanne (69100)
1250000,Maison à vendre,"5 pièces · 4 chambres · 126,9 m² · 785 m² de terrain",Est  Saint-Cyr-au-Mont-d'Or (69450)
848000,Triplex à vendre,4 pièces · 3 chambres · 105 m² · RDC,Les Deux Alpes (38520)
115000,Appartement à vendre,1 pièce · 19 m² · Étage 6/7,Part-Dieu  Lyon 3ème arrondissement (69003)
260000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 95 m² · 1 230 m² de terrain,Deux-Grosnes (69860)
290000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 80 m² · 555 m² de terrain,Thurins (69510)
260000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 95 m² · 305 m² de terrain,Val d'Oingt (69620)
495000,Maison à vendre,5 pièces · 4 chambres · 150 m² · 5 030 m² de terrain,Chaussan (69440)
209000,Maison à vendre,5 pièces · 3 chambres · 125 m² · 334 m² de terrain,Meys (69610)
829000,Pavillon à vendre,11 pièces · 5 chambres · 238 m² · 1 230 m² de terrain,Vernaison (69390)
650000,Appartement à vendre,5 pièces · 4 chambres · 136 m² · Étage 5/5,Charpennes-Tonkin  Villeurbanne (69100)
242000,Appartement à vendre,2 pièces · 1 chambre · 55 m² · Étage 1/6,Saint Clair- Quais du Rhône  Caluire-et-Cuire (69300)
260000,Appartement à vendre,"3 pièces · 2 chambres · 63,6 m² · Étage 2/4",Métro Cuire   Caluire-et-Cuire (69300)
449900,Maison à vendre,4 pièces · 3 chambres · 80 m²,Bron Centre-Le Rafour  Bron (69500)
545000,Appartement à vendre,4 pièces · 2 chambres · 81 m² · Étage 4/5,Ainay  Lyon 2ème arrondissement (69002)
679000,Appartement à vendre - neuf,4 pièces · 3 chambres · 83 m²,Prévessin-Moëns (01280)
370000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 94 m² · 327 m² de terrain,Simandres (69360)
200000,Appartement à vendre,3 pièces · 2 chambres · 57 m² · RDC/3,Mi Plaine-Manissieux-Village  Saint-Priest (69800)
495000,Maison à vendre,6 pièces · 4 chambres · 135 m² · 437 m² de terrain,Perica-La Roue  Rillieux-la-Pape (69140)
450000,Maison à vendre,7 pièces · 5 chambres · 130 m² · 1 536 m² de terrain,Simandres (69360)
534000,Appartement à vendre,4 pièces · 3 chambres · 86 m² · 1er étage,Chavril  Sainte-Foy-lès-Lyon (69110)
280000,Maison de plain-pied à vendre,3 pièces · 2 chambres · 74 m² · 463 m² de terrain,Centre  Meyzieu (69330)
419000,Maison de plain-pied à vendre,6 pièces · 4 chambres · 111 m² · 1 000 m² de terrain,Saint-Laurent-de-Mure (69720)
775000,Maison à vendre,"4 pièces · 3 chambres · 125,7 m² · 95,7 m² de terrain",Sainte-Foy-lès-Lyon (69110)
260000,Appartement à vendre,"3 pièces · 2 chambres · 72,5 m² · Étage 4/8",Ferrandière Maisons-Neuves  Villeurbanne (69100)
315000,Appartement à vendre,"4 pièces · 3 chambres · 81,2 m² · RDC",Fontaines-sur-Saône (69270)
849000,Maison à vendre,6 pièces · 5 chambres · 230 m² · 1 400 m² de terrain,Saint Rambert  Lyon 9ème arrondissement (69009)
465000,Maison à vendre,8 pièces · 5 chambres · 185 m² · 414 m² de terrain,Bonneveau  Décines-Charpieu (69150)
665000,Appartement à vendre,6 pièces · 5 chambres · 177 m² · 1er étage,Quais de Saône  Caluire-et-Cuire (69300)
120000,Appartement à vendre - neuf,"1 pièce · 31,8 m² · RDC/3",Attignat (01340)
520000,Appartement à vendre,"4 pièces · 3 chambres · 109,9 m² · Étage 7/7",Lyon 4ème arrondissement (69004)
299000,Appartement à vendre,4 pièces · 100 m² · Étage 4/7,Le Bachut  Lyon 8ème arrondissement (69008)
275000,Appartement à vendre,4 pièces · 3 chambres · 80 m² · Étage 1/6,Caluire-et-Cuire (69300)
1500000,Appartement à vendre,5 pièces · 3 chambres · 226 m² · Étage 3/5,Presqu'île - Centre ville - Cordeliers  Lyon 2ème arrondissement (69002)
272896,Appartement à vendre,3 pièces · 3 chambres · 59 m² · 1er étage,Pentes de la croix-rousse  Lyon 1er arrondissement (69001)
479000,Appartement à vendre,5 pièces · 3 chambres · 109 m² · 4ème étage,Guillotière  Lyon 7ème arrondissement (69007)
699000,Maison à vendre,7 pièces · 6 chambres · 329 m² · 1 380 m² de terrain,Ouest  Craponne (69290)
471000,Appartement à vendre - neuf,4 pièces · 3 chambres · 113 m² · 3ème étage,Décines-Charpieu (69150)
422000,Maison de plain-pied à vendre,4 pièces · 3 chambres · 139 m² · 600 m² de terrain,Givors (69700)
1350000,Maison à vendre,9 pièces · 7 chambres · 328 m²,Le-Perollier  Écully (69130)
1790000,Maison à vendre,7 pièces · 5 chambres · 277 m² · 1 530 m² de terrain,Le Vernay   Caluire-et-Cuire (69300)
320000,Duplex à vendre,2 pièces · 1 chambre · 44 m² · Étage 1/4,Ainay  Lyon 2ème arrondissement (69002)
580000,Maison à vendre,5 pièces · 4 chambres · 130 m² · 320 m² de terrain,Ouest  Gex (01170)
289900,Appartement à vendre,2 pièces · 1 chambre · 53 m² · Étage 4/5,Lyon 7ème arrondissement (69007)
245000,Appartement à vendre,4 pièces · 2 chambres · 104 m² · Étage 1/2,Est  Belleville-en-Beaujolais (69220)
429000,Appartement à vendre,4 pièces · 3 chambres · 94 m² · 3ème étage,Chavril  Sainte-Foy-lès-Lyon (69110)
254000,Appartement à vendre,"3 pièces · 2 chambres · 64,9 m² · Étage 3/8",Laënnec  Lyon 8ème arrondissement (69008)
1495000,Maison à vendre,9 pièces · 4 chambres · 260 m² · 930 m² de terrain,Tassin le Bourg  Tassin-la-Demi-Lune (69160)
1650000,Villa à vendre,8 pièces · 3 chambres · 450 m² · 11 000 m² de terrain,Saint-Laurent-de-Mure (69720)
323000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 94 m² · 450 m² de terrain,Est  Belleville-en-Beaujolais (69220)
239000,Appartement à vendre,3 pièces · 2 chambres · 62 m² · RDC,Saint-Laurent-de-Mure (69720)
690500,Appartement à vendre - Première occupation,4 pièces · 3 chambres · 103 m² · Étage 3/3,Fourvière-Saint Just  Lyon 5ème arrondissement (69005)
332300,Appartement à vendre - neuf,4 pièces · 3 chambres · 83 m²,Saint-Georges-de-Reneins (69830)
300000,Maison à vendre,"5 pièces · 4 chambres · 127,6 m²",Bully (69210)
245000,Duplex à vendre,"3 pièces · 2 chambres · 61,2 m² · Étage 1/2",Le-Fort  Meyzieu (69330)
195064,Appartement à vendre,2 pièces · 1 chambre · 49 m² · RDC/1,Gratte Ciel  Villeurbanne (69100)
695000,Maison à vendre,5 pièces · 4 chambres · 147 m² · 540 m² de terrain,Est  Gex (01170)
522500,Appartement à vendre,"5 pièces · 3 chambres · 103,4 m² · Étage 3/7",Bellecombe  Lyon 6ème arrondissement (69006)
420000,Maison à vendre,5 pièces · 4 chambres · 164 m² · 3 820 m² de terrain,Chevinay (69210)
610000,Maison à vendre,6 pièces · 5 chambres · 142 m² · 435 m² de terrain,Marcilly-d'Azergues (69380)
398000,Appartement à vendre,4 pièces · 3 chambres · 108 m² · RDC,centre Ville-La Chartonnière-La Barre  Villefranche-sur-Saône (69400)
157500,Appartement à vendre - Première occupation,1 pièce · 35 m² · Étage 3/8,Flammarion  Lyon 4ème arrondissement (69004)
194900,Appartement à vendre,2 pièces · 1 chambre · 45 m² · RDC/3,Thurins (69510)
280000,Appartement à vendre,4 pièces · 3 chambres · 86 m² · 3ème étage,Ferrandière Maisons-Neuves  Villeurbanne (69100)
105000,Appartement à vendre,"1 pièce · 18,2 m² · RDC/8",Flammarion  Lyon 4ème arrondissement (69004)
1980000,Maison à vendre,5 pièces · 4 chambres · 254 m² · 1 007 m² de terrain,Montchat  Lyon 3ème arrondissement (69003)
245000,Terrain avec maison neuve à vendre,5 pièces · 5 chambres · 89 m² · 550 m² de terrain,Arnas (69400)
1550000,Appartement à vendre,5 pièces · 3 chambres · 178 m²,Sainte-Foy-lès-Lyon (69110)
234000,Appartement à vendre - neuf,2 pièces · 1 chambre · 39 m² · 3ème étage,Le Bourg  Fontaines-sur-Saône (69270)
499000,Appartement à vendre - neuf,"5 pièces · 3 chambres · 92,1 m² · RDC",Ouest  Ferney-Voltaire (01210)
710001,Appartement à vendre - neuf,4 pièces · 3 chambres · 110 m²,Sainte-Foy-lès-Lyon (69110)
240000,Appartement à vendre - neuf,3 pièces · 2 chambres · 64 m² · 3ème étage,Centre  Meyzieu (69330)
194400,Appartement à vendre - neuf,2 pièces · 1 chambre · 45 m² · Étage 1/4,Centre Ville  Saint-Fons (69190)
109000,Appartement à vendre,"2 pièces · 1 chambre · 45,9 m² · Étage 2/3",Villefranche-sur-Saône (69400)
285000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 90 m² · 500 m² de terrain,Lantignié (69430)
690000,Appartement à vendre,"6 pièces · 3 chambres · 185,5 m² · RDC/3",Arnas (69400)
740000,Maison à vendre,7 pièces · 6 chambres · 189 m² · 1 200 m² de terrain,Centre  Oullins-Pierre-Bénite (69310)
303000,Appartement à vendre,"3 pièces · 2 chambres · 84,5 m² · RDC",Claveliere-Malletiere  Oullins-Pierre-Bénite (69600)
682000,Maison à vendre,8 pièces · 6 chambres · 169 m² · 637 m² de terrain,Taluyers (69440)
264000,Appartement à vendre - neuf,"3 pièces · 62,1 m² · 3ème étage · dès le 31/12/2027",
339000,Maison à vendre,5 pièces · 4 chambres · 111 m² · 605 m² de terrain,Loire-sur-Rhône (69700)
284000,Maison à vendre,8 pièces · 6 chambres · 130 m²,Les Arboras  Grigny-sur-Rhône (69520)
815000,Maison à vendre,9 pièces · 4 chambres · 258 m² · 1 954 m² de terrain,Villefranche-sur-Saône (69400)
290000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 90 m² · 570 m² de terrain,Optevoz (38460)
330000,Appartement à vendre,"5 pièces · 4 chambres · 98,7 m² · Étage 4/6",Gratte Ciel  Villeurbanne (69100)
435000,Appartement à vendre,"4 pièces · 2 chambres · 80,8 m² · Étage 1/6",Saint Vincent  Lyon 1er arrondissement (69001)
455000,Maison à vendre - neuf,5 pièces · 4 chambres · 110 m² · 95 m² de terrain,Saint-Pierre-de-Chandieu (69780)
160000,Appartement à vendre - neuf,2 pièces · 1 chambre · 40 m²,Perica-La Roue  Rillieux-la-Pape (69140)
264200,Appartement à vendre - neuf,3 pièces · 2 chambres · 62 m² · 2ème étage,Balmes Bourlione  Corbas (69960)
481000,Appartement à vendre - neuf,4 pièces · 3 chambres · 76 m² · 5ème étage,Perrache  Lyon 2ème arrondissement (69002)
260000,Appartement à vendre - neuf,3 pièces · 2 chambres · 56 m² · 2ème étage,Mi Plaine-Manissieux-Village  Saint-Priest (69800)
293700,Appartement à vendre - neuf,4 pièces · 3 chambres · 80 m² · 4ème étage,Les Grolières-La Grappinière  Vaulx-en-Velin (69120)
466000,Appartement à vendre - neuf,5 pièces · 4 chambres · 90 m² · RDC,Zone Industrielle  Neuville-sur-Saône (69250)
327200,Appartement à vendre - neuf,4 pièces · 3 chambres · 79 m² · 1er étage,Sain-Bel (69210)
332300,Appartement à vendre - neuf,4 pièces · 3 chambres · 83 m² · 3ème étage,Saint-Georges-de-Reneins (69830)
367500,Appartement à vendre - neuf,3 pièces · 2 chambres · 62 m² · 1er étage,Est  Craponne (69290)
278794,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 107 m² · 800 m² de terrain,Sud  Châtenoy-le-Royal (71880)
406600,Appartement à vendre - neuf,5 pièces · 4 chambres · 97 m² · RDC,Savigny (69210)
237200,Appartement à vendre - neuf,3 pièces · 2 chambres · 61 m² · 1er étage,Balmes Bourlione  Corbas (69960)
459400,Appartement à vendre - neuf,4 pièces · 3 chambres · 81 m² · 6ème étage,Gratte Ciel  Villeurbanne (69100)
1306000,Appartement à vendre - neuf,5 pièces · 4 chambres · 116 m² · 15ème étage,Part-Dieu  Lyon 3ème arrondissement (69003)
293000,Appartement à vendre - neuf,2 pièces · 1 chambre · 46 m² · 1er étage,Zone Pavillonnaire  Chaponost (69630)
