prix,type_de_bien,details,zone
344000,Appartement à vendre,3 pièces · 2 chambres · 76 m² · Étage 1/3,Les Charmilles-Parilly Sud-Université-Rebufer  Bron (69500)
194000,Appartement à vendre - neuf,"1 pièce · 33,4 m² · 2ème étage · dès le 30/06/2026",
365000,Appartement à vendre,3 pièces · 2 chambres · 67 m² · Étage 2/5,Saint Rambert  Lyon 9ème arrondissement (69009)
179000,Appartement à vendre - Première occupation,2 pièces · 1 chambre · 43 m² · Étage 5/5,Les Genêts-Le Vinatier-Le Lessivas  Bron (69500)
255000,Maison à vendre,4 pièces · 3 chambres · 80 m² · 762 m² de terrain,Autres quartiers et hameaux  Pont-Évêque (38780)
469000,Appartement à vendre,"4 pièces · 3 chambres · 89,5 m² · RDC",Sans Souci-Dauphiné  Lyon 3ème arrondissement (69003)
255000,Appartement à vendre - neuf,2 pièces · 1 chambre · 47 m² · RDC,Charly (69390)
387000,Appartement à vendre,5 pièces · 4 chambres · 107 m² · Étage 3/8,Point du Jour  Lyon 5ème arrondissement (69005)
260000,Appartement à vendre,5 pièces · 4 chambres · 88 m² · Étage 2/5,Glaciere-Jomard  Oullins-Pierre-Bénite (69600)
253000,Appartement à vendre,2 pièces · 1 chambre · 54 m² · RDC/1,La Tour-de-Salvagny (69890)
289000,Maison à vendre,4 pièces · 3 chambres · 88 m² · 39 m² de terrain,Le Village  Vaulx-en-Velin (69120)
310000,Terrain avec maison neuve à vendre,5 pièces · 3 chambres · 90 m² · 300 m² de terrain,Ternay (69360)
599900,Maison à vendre,6 pièces · 4 chambres · 180 m² · 127 m² de terrain,Gratte Ciel  Villeurbanne (69100)
285000,Appartement à vendre,"3 pièces · 2 chambres · 64,2 m² · Étage 2/3",Mi Plaine-Manissieux-Village  Saint-Priest (69800)
375000,Appartement à vendre,4 pièces · 3 chambres · 94 m² · Étage 2/7,La Villette  Lyon 3ème arrondissement (69003)
342000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 113 m² · 604 m² de terrain,Frontenas (69620)
282000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 87 m² · 1 058 m² de terrain,Montrottier (69770)
1800000,Maison à vendre,5 pièces · 4 chambres · 195 m² · 1 000 m² de terrain,Grilly (01220)
665000,Appartement à vendre,4 pièces · 3 chambres · 115 m² · Étage 5/8,Centre  Sainte-Foy-lès-Lyon (69110)
720000,Maison à vendre,6 pièces · 5 chambres · 186 m² · 3 166 m² de terrain,La-Jacquiere  Meyzieu (69330)
205000,Maison à vendre,"3 pièces · 2 chambres · 61,1 m² · 274 m² de terrain",Le Sud  Vaulx-en-Velin (69120)
415000,Appartement à vendre,4 pièces · 3 chambres · 86 m² · Étage 8/8,Saint Louis  Lyon 7ème arrondissement (69007)
450000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 87,2 m² · 1er étage",Chasselay (69380)
480000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 89,7 m² · 1er étage",Chasselay (69380)
490000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 89,6 m² · RDC",Chasselay (69380)
310000,Maison à vendre,4 pièces · 3 chambres · 91 m² · 267 m² de terrain,Messimy (69510)
620000,Maison à vendre,5 pièces · 4 chambres · 150 m² · 1 501 m² de terrain,Communay (69360)
580000,Appartement à vendre,5 pièces · 4 chambres · 135 m² · Étage 3/10,Part-Dieu  Lyon 3ème arrondissement (69003)
355000,Appartement à vendre,"3 pièces · 2 chambres · 87,4 m² · Étage 1/5",Flammarion  Lyon 4ème arrondissement (69004)
948000,Appartement à vendre,6 pièces · 5 chambres · 173 m² · Étage 6/6,Petites Brosses-Boutary  Caluire-et-Cuire (69300)
242000,Maison à vendre,10 pièces · 2 chambres · 172 m² · 232 m² de terrain,Freydiere-Bans  Givors (69700)
219500,Appartement à vendre,"3 pièces · 2 chambres · 84,9 m² · Étage 2/4",Allies-Clos d'Or  Grenoble (38000)
130000,Appartement à vendre,3 pièces · 2 chambres · 62 m² · Étage 1/2,Les Arboras  Grigny-sur-Rhône (69520)
660000,Maison à vendre,6 pièces · 4 chambres · 226 m² · 1 599 m² de terrain,Béligny-La Sablonnière-La Grange Rouge-Le Peloux-Les Fourches  Villefranche-sur-Saône (69400)
180000,Appartement à vendre,"2 pièces · 1 chambre · 39,7 m² · Étage 1/1",Village Chambarras  Corbas (69960)
699000,Appartement à vendre,4 pièces · 3 chambres · 112 m² · Étage 1/7,Tête d'Or  Lyon 6ème arrondissement (69006)
315000,Maison à vendre,"4 pièces · 3 chambres · 81,2 m²",Montanay (69250)
325000,Appartement à vendre,4 pièces · 2 chambres · 86 m² · Étage 5/5,Ferrandière Maisons-Neuves  Villeurbanne (69100)
350000,Appartement à vendre,5 pièces · 3 chambres · 100 m² · Étage 4/4,Clément  Villeurbanne (69100)
910000,Duplex à vendre,6 pièces · 5 chambres · 153 m² · Étage 5/5,Sans Souci-Dauphiné  Lyon 3ème arrondissement (69003)
650000,Appartement à vendre,"4 pièces · 3 chambres · 123,7 m² · Étage 3/3",Centre  Champagne-au-Mont-d'Or (69410)
215000,Appartement à vendre,3 pièces · 70 m² · 4ème étage,Les Genêts-Le Vinatier-Le Lessivas  Bron (69500)
600000,Appartement à vendre,"6 pièces · 4 chambres · 161,7 m² · Étage 1/7",Brotteaux  Lyon 6ème arrondissement (69006)
199900,Appartement à vendre,2 pièces · 1 chambre · 48 m² · Étage 3/5,Charpennes-Tonkin  Villeurbanne (69100)
1995000,Maison à vendre,8 pièces · 6 chambres · 287 m² · 1 300 m² de terrain,Sud Ouest  Divonne-les-Bains (01220)
780000,Maison à vendre,5 pièces · 4 chambres · 295 m² · 2 445 m² de terrain,Fontaines-Saint-Martin (69270)
235000,Appartement à vendre,3 pièces · 2 chambres · 61 m² · Étage 2/4,Centre Ville  Tassin-la-Demi-Lune (69160)
325000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 95 m² · 421 m² de terrain,Cogny (69640)
485000,Maison à vendre,7 pièces · 5 chambres · 184 m² · 1 181 m² de terrain,Le Village  Saint-Priest (69800)
199000,Appartement à vendre,"3 pièces · 2 chambres · 60,3 m² · RDC/4",Le Pont des Planches-Quartiers Est  Vaulx-en-Velin (69120)
279000,Appartement à vendre,4 pièces · 3 chambres · 85 m² · 2ème étage,Centre-Max Barel-Centre Nord  Vénissieux (69200)
617000,Appartement à vendre,3 pièces · 2 chambres · 99 m² · Étage 7/7,Fourvière-Saint Just  Lyon 5ème arrondissement (69005)
650000,Duplex à vendre,4 pièces · 3 chambres · 117 m² · RDC/4,Fourvière-Saint Just  Lyon 5ème arrondissement (69005)
435000,Appartement à vendre,4 pièces · 3 chambres · 77 m² · RDC/2,Saint Irénée  Lyon 5ème arrondissement (69005)
234000,Appartement à vendre,"4 pièces · 3 chambres · 79,1 m² · Étage 2/4",centre Ville-La Chartonnière-La Barre  Villefranche-sur-Saône (69400)
555000,Appartement à vendre,"4 pièces · 3 chambres · 114,8 m² · Étage 1/8",Tête d'Or  Lyon 6ème arrondissement (69006)
618000,Appartement à vendre,4 pièces · 3 chambres · 110 m² · Étage 2/2,Charbonnières-les-Bains (69260)
244000,Duplex à vendre,"4 pièces · 3 chambres · 73,3 m² · Étage 1/1",Le-Trillet  Meyzieu (69330)
395000,Appartement à vendre,3 pièces · 2 chambres · 76 m² · Étage 1/2,Moëns  Prévessin-Moëns (01280)
259000,Duplex à vendre,"4 pièces · 3 chambres · 73,2 m² · Étage 1/1",Le-Trillet  Meyzieu (69330)
169000,Appartement à vendre,3 pièces · 2 chambres · 56 m² · Étage 3/3,Bron Centre-Le Rafour  Bron (69500)
140000,Appartement à vendre,1 pièce · 30 m² · Étage 1/1,Gratte Ciel  Villeurbanne (69100)
165000,Appartement à vendre,2 pièces · 1 chambre · 50 m² · 13 étages,Gorge du Loup-Champvert  Lyon 9ème arrondissement (69009)
370000,Appartement à vendre,4 pièces · 3 chambres · 89 m² · RDC/6,Clément  Villeurbanne (69100)
299000,Duplex à vendre,"2 pièces · 1 chambre · 76,2 m² · Étage 4/4",Vieux Lyon  Lyon 5ème arrondissement (69005)
590000,Appartement à vendre,3 pièces · 2 chambres · 89 m² · Étage 3/5,Presqu'île - Centre ville - Cordeliers  Lyon 2ème arrondissement (69002)
229000,Appartement à vendre,4 pièces · 3 chambres · 77 m² · RDC,Laënnec  Lyon 8ème arrondissement (69008)
240000,Appartement à vendre,"3 pièces · 2 chambres · 58,1 m² · Étage 2/4",Le Vernay   Caluire-et-Cuire (69300)
279000,Appartement à vendre,5 pièces · 3 chambres · 107 m² · Étage 4/14,La Pagère-Bron Église-Le Terraillon-Saint Jean  Bron (69500)
225000,Duplex à vendre,1 chambre · 60 m² · RDC/3,Perrache  Lyon 2ème arrondissement (69002)
220000,Appartement à vendre,3 pièces · 2 chambres · 77 m² · Étage 3/9,Saint Irénée  Lyon 5ème arrondissement (69005)
199500,Maison à vendre,"4 pièces · 3 chambres · 95,5 m² · 340 m² de terrain",Saint-Barthélemy (38270)
417000,Appartement à vendre,5 pièces · 3 chambres · 110 m² · RDC/4,Centre  Décines-Charpieu (69150)
185000,Appartement à vendre - neuf,2 pièces · 42 m² · 4ème étage · dès le 31/03/2028,Vénissieux (69200)
199000,Appartement à vendre - neuf,2 pièces · 45 m² · 5ème étage · dès le 31/03/2028,Vénissieux (69200)
179000,Appartement à vendre - neuf,2 pièces · 42 m² · 2ème étage · dès le 31/03/2028,Vénissieux (69200)
185000,Appartement à vendre - neuf,2 pièces · 42 m² · 4ème étage · dès le 31/03/2028,Vénissieux (69200)
189000,Appartement à vendre - neuf,2 pièces · 45 m² · 3ème étage · dès le 31/03/2028,Vénissieux (69200)
215000,Appartement à vendre - neuf,2 pièces · 55 m² · 6ème étage · dès le 31/03/2028,Vénissieux (69200)
395000,Appartement à vendre - neuf,3 pièces · 2 chambres · 55 m² · 1er étage,Centre  Caluire-et-Cuire (69300)
245000,Appartement à vendre - neuf,3 pièces · 2 chambres · 66 m² · RDC,Belleville-en-Beaujolais (69220)
236500,Appartement à vendre - neuf,2 pièces · 1 chambre · 43 m² · 1er étage,Centre  Craponne (69290)
350000,Maison à vendre,6 pièces · 5 chambres · 167 m² · 566 m² de terrain,Geraniums-Champlantier-La Begude  Feyzin (69320)
399000,Appartement à vendre,"3 pièces · 2 chambres · 93,6 m² · Étage 4/5",Confluence  Lyon 2ème arrondissement (69002)
350000,Appartement à vendre,"3 pièces · 2 chambres · 62,9 m² · Étage 8/12",Foch  Lyon 6ème arrondissement (69006)
469000,Villa à vendre - Première occupation,"5 pièces · 4 chambres · 155,7 m² · 1 015 m² de terrain",Chesnes-Fallavier-Les Moines-Montjay  Saint-Quentin-Fallavier (38070)
182000,Appartement à vendre,4 pièces · 3 chambres · 83 m² · Étage 4/6,Les Minguettes-Charles Perrault  Vénissieux (69200)
750000,Maison de plain-pied à vendre,8 pièces · 6 chambres · 235 m² · 1 385 m² de terrain,Communay (69360)
210000,Appartement à vendre,3 pièces · 2 chambres · 60 m² · Étage 1/4,Moulin à Vent-Ernest Renan  Vénissieux (69200)
200000,Appartement à vendre,"5 pièces · 3 chambres · 103,1 m² · Étage 2/9",centre Ville-La Chartonnière-La Barre  Villefranche-sur-Saône (69400)
499000,Maison à vendre,6 pièces · 5 chambres · 162 m² · 364 m² de terrain,Leclerc  Rillieux-la-Pape (69140)
210000,Appartement à vendre,"3 pièces · 2 chambres · 65,3 m² · RDC/4",Centre Ville  Saint-Priest (69800)
359000,Duplex à vendre,4 pièces · 3 chambres · 101 m² · RDC,Morancé (69480)
340000,Appartement à vendre,3 pièces · 2 chambres · 60 m² · Étage 4/5,Pentes de la croix-rousse  Lyon 1er arrondissement (69001)
387000,Appartement à vendre,"4 pièces · 3 chambres · 101,9 m² · Étage 2/5",Gratte Ciel  Villeurbanne (69100)
420000,Appartement à vendre,"3 pièces · 2 chambres · 67,4 m² · Étage 5/6",Girondins  Lyon 7ème arrondissement (69007)
475000,Appartement à vendre,5 pièces · 2 chambres · 118 m² · Étage 6/6,Part-Dieu  Lyon 3ème arrondissement (69003)
315000,Appartement à vendre,5 pièces · 4 chambres · 98 m² · Étage 2/2,Crepieux  Rillieux-la-Pape (69140)
244500,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 90 m² · 700 m² de terrain,La Chapelle-de-la-Tour (38110)
260000,Appartement à vendre,4 pièces · 82 m² · Étage 2/3,Les Charmilles-Parilly Sud-Université-Rebufer  Bron (69500)
199000,Appartement à vendre,"3 pièces · 2 chambres · 60,6 m² · Étage 3/4",Vaulx-en-Velin (69120)
215000,Appartement à vendre,4 pièces · 2 chambres · 71 m² · Étage 1/2,Les Genêts-Le Vinatier-Le Lessivas  Bron (69500)
299000,Appartement à vendre,"4 pièces · 2 chambres · 75,5 m² · Étage 2/6",Valmy  Lyon 9ème arrondissement (69009)
435000,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 125 m² · 420 m² de terrain,Vaugneray (69670)
365000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 90 m² · 420 m² de terrain,Vaugneray (69670)
290000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 92 m² · 430 m² de terrain,Le Perréon (69460)
250000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 92 m² · 1 367 m² de terrain,Poule-les-Écharmeaux (69870)
580000,Maison à vendre,5 pièces · 3 chambres · 121 m² · 200 m² de terrain,Bron Centre-Le Rafour  Bron (69500)
499000,Appartement à vendre,4 pièces · 3 chambres · 112 m² · Étage 1/5,Flammarion  Lyon 4ème arrondissement (69004)
380000,Appartement à vendre,"3 pièces · 2 chambres · 66,8 m² · Étage 6/8",Sans Souci-Dauphiné  Lyon 3ème arrondissement (69003)
290000,Maison de plain-pied à vendre,4 pièces · 3 chambres · 102 m² · 1 560 m² de terrain,Saint-Clément-les-Places (69930)
90000,Appartement à vendre,"3 pièces · 1 chambre · 69,3 m² · Étage 2/2",Montrottier (69770)
232180,Appartement à vendre - neuf,"1 pièce · 38,2 m² · 1er étage · dès le 30/06/2027",Centre Bourg  Claix (38640)
295000,Appartement à vendre,"3 pièces · 2 chambres · 61,5 m² · RDC/2",Azieu  Genas (69740)
599000,Appartement à vendre,5 pièces · 4 chambres · 126 m² · Étage 4/4,Gratte Ciel  Villeurbanne (69100)
686000,Duplex à vendre,"5 pièces · 4 chambres · 153,6 m² · Étage 6/7",Gratte Ciel  Villeurbanne (69100)
475000,Duplex à vendre,4 pièces · 3 chambres · 83 m² · RDC,Bord-de Osaone  Fontaines-sur-Saône (69270)
209000,Appartement à vendre,4 pièces · 2 chambres · 83 m² · Étage 1/6,Les Charmilles-Parilly Sud-Université-Rebufer  Bron (69500)
258000,Appartement à vendre,"3 pièces · 2 chambres · 60,3 m² · RDC/6",Ferrandière Maisons-Neuves  Villeurbanne (69100)
495000,Appartement à vendre,5 pièces · 4 chambres · 108 m² · Étage 6/7,Pentes de la croix-rousse  Lyon 1er arrondissement (69001)
640000,Appartement à vendre,4 pièces · 3 chambres · 108 m² · Étage 1/3,Vieux Lyon  Lyon 5ème arrondissement (69005)
689000,Maison à vendre,"6 pièces · 4 chambres · 261,1 m² · 4 813 m² de terrain",Châtillon (69380)
340000,Appartement à vendre,3 pièces · 2 chambres · 68 m² · Étage 3/7,Ferrandière Maisons-Neuves  Villeurbanne (69100)
289000,Appartement à vendre,4 pièces · 3 chambres · 82 m² · Étage 4/10,Ferrandière Maisons-Neuves  Villeurbanne (69100)
250000,Appartement à vendre,2 pièces · 1 chambre · 51 m² · 3ème étage,Point du Jour  Lyon 5ème arrondissement (69005)
267395,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 99 m² · 704 m² de terrain,Saint-Martin-en-Bresse (71620)
539000,Maison à vendre,4 pièces · 3 chambres · 120 m² · 499 m² de terrain,Centre Ville  Grigny-sur-Rhône (69520)
229000,Appartement à vendre,"2 pièces · 1 chambre · 51,1 m² · 3ème étage",Charpennes-Tonkin  Villeurbanne (69100)
339000,Appartement à vendre,5 pièces · 4 chambres · 101 m² · RDC,Francheville le Bas-Châter  Francheville (69340)
335000,Appartement à vendre,3 pièces · 2 chambres · 76 m² · RDC/3,Les Charmilles-Parilly Sud-Université-Rebufer  Bron (69500)
419900,Villa à vendre,4 pièces · 3 chambres · 105 m² · 436 m² de terrain,Échalas (69700)
650000,Appartement à vendre,"4 pièces · 2 chambres · 103,5 m² · Étage 5/9",Flammarion  Lyon 4ème arrondissement (69004)
154000,Appartement à vendre,2 pièces · 1 chambre · 40 m² · RDC/4,La Pagère-Bron Église-Le Terraillon-Saint Jean  Bron (69500)
359000,Duplex à vendre,5 pièces · 4 chambres · 112 m² · RDC,Theizé (69620)
665000,Maison à vendre,5 pièces · 3 chambres · 132 m² · 3 500 m² de terrain,Sérézin-du-Rhône (69360)
530000,Maison de plain-pied à vendre,4 pièces · 3 chambres · 132 m² · 750 m² de terrain,Genay (69730)
439000,Appartement à vendre,"4 pièces · 3 chambres · 112,2 m² · Étage 3/5",Centre Ville  Tassin-la-Demi-Lune (69160)
359000,Maison de ville à vendre,5 pièces · 3 chambres · 104 m² · 715 m² de terrain,Nord  Mions (69780)
310000,Appartement à vendre - neuf,"2 pièces · 1 chambre · 43,6 m² · RDC",Métro Cuire   Caluire-et-Cuire (69300)
301057,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 99 m² · 644 m² de terrain,Cortelin-Le Bourg-Taisey  Saint-Rémy (71100)
325000,Appartement à vendre - neuf,"2 pièces · 1 chambre · 47,8 m² · RDC",Métro Cuire   Caluire-et-Cuire (69300)
311000,Appartement à vendre - neuf,"2 pièces · 1 chambre · 42,4 m² · 1er étage",Métro Cuire   Caluire-et-Cuire (69300)
250000,Appartement à vendre,3 pièces · 2 chambres · 70 m² · Étage 5/8,Saint Irénée  Lyon 5ème arrondissement (69005)
416000,Appartement à vendre,"5 pièces · 4 chambres · 136,4 m² · Étage 3/4",Quais de Saône  Caluire-et-Cuire (69300)
630000,Duplex à vendre,5 pièces · 3 chambres · 130 m² · Étage 5/5,Brotteaux  Lyon 6ème arrondissement (69006)
625000,Maison à vendre,6 pièces · 5 chambres · 158 m² · 523 m² de terrain,Grézieu-la-Varenne (69290)
379000,Maison à vendre,6 pièces · 2 chambres · 145 m² · 776 m² de terrain,Porte des Pierres Dorées (69400)
478000,Appartement à vendre,3 pièces · 2 chambres · 104 m² · Étage 2/3,Monplaisir Lumière  Lyon 8ème arrondissement (69008)
130000,Appartement à vendre,"1 pièce · 23,9 m² · Étage 2/2",Gratte Ciel  Villeurbanne (69100)
355000,Maison à vendre,4 pièces · 3 chambres · 93 m² · 737 m² de terrain,Loire-sur-Rhône (69700)
275000,Duplex à vendre,3 pièces · 2 chambres · 64 m² · RDC/2,Genas (69740)
299900,Maison de plain-pied à vendre,6 pièces · 5 chambres · 140 m² · 593 m² de terrain,Ternay (69360)
489000,Appartement à vendre,3 pièces · 2 chambres · 67 m² · RDC/4,Centre  Divonne-les-Bains (01220)
149000,Maison à vendre,5 pièces · 3 chambres · 95 m² · 115 m² de terrain,Chambost-Longessaigne (69770)
294000,Appartement à vendre,3 pièces · 2 chambres · 66 m² · Étage 1/2,Sérézin-du-Rhône (69360)
275000,Appartement à vendre,"4 pièces · 3 chambres · 84,7 m² · Étage 2/3",Vernaison (69390)
660000,Maison à vendre,8 pièces · 4 chambres · 165 m² · 1 265 m² de terrain,Orliénas (69530)
254000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 59,4 m² · dès le 31/12/2027",Chaponost (69630)
278000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 67,7 m² · dès le 31/12/2027",Chaponost (69630)
459000,Appartement à vendre,4 pièces · 3 chambres · 96 m² · Étage 6/7,Pasteur – Margnolles  Caluire-et-Cuire (69300)
190000,Triplex à vendre,2 pièces · 1 chambre · 59 m² · Étage 1/5,Saint Rambert  Lyon 9ème arrondissement (69009)
410000,Appartement à vendre,3 pièces · 2 chambres · 82 m² · RDC,Centre  Écully (69130)
499900,Maison de plain-pied à vendre,5 pièces · 3 chambres · 105 m² · 345 m² de terrain,Croix Luizet  Villeurbanne (69100)
200000,Appartement à vendre,3 pièces · 2 chambres · 56 m² · Étage 3/3,Le Bourg  Fontaines-sur-Saône (69270)
180000,Appartement à vendre,3 pièces · 2 chambres · 55 m² · Étage 1/2,Bissardon  Caluire-et-Cuire (69300)
179000,Appartement à vendre - neuf,"1 pièce · 28,6 m² · 1er étage · dès le 31/12/2028",
585000,Maison à vendre,5 pièces · 3 chambres · 178 m² · 1 250 m² de terrain,Massieux (01600)
207900,Appartement à vendre,3 pièces · 2 chambres · 72 m² · Étage 2/6,Saint-Laurent-de-Mure (69720)
235000,Duplex à vendre,2 pièces · 1 chambre · 60 m² · Étage 4/4,Guillotière  Lyon 7ème arrondissement (69007)
435000,Maison à vendre,6 pièces · 4 chambres · 164 m² · 1 074 m² de terrain,Beauvallon (69700)
339000,Appartement à vendre,4 pièces · 3 chambres · 90 m² · Étage 2/3,Basses-Barolles  Saint-Genis-Laval (69230)
349900,Appartement à vendre,3 pièces · 2 chambres · 82 m² · Étage 1/2,Monplaisir Lumière  Lyon 8ème arrondissement (69008)
235000,Appartement à vendre,2 pièces · 1 chambre · 45 m² · Étage 2/5,Montchat  Lyon 3ème arrondissement (69003)
109990,Appartement à vendre,1 pièce · 23 m² · Étage 2/5,Les Charmilles-Parilly Sud-Université-Rebufer  Bron (69500)
420000,Appartement à vendre,4 pièces · 3 chambres · 87 m² · Étage 3/7,Croix Rousse Gros Caillou  Lyon 4ème arrondissement (69004)
275000,Appartement à vendre,3 pièces · 2 chambres · 124 m² · RDC,Cusset  Villeurbanne (69100)
220000,Appartement à vendre,2 pièces · 1 chambre · 53 m² · RDC/3,Saint-Germain-au-Mont-d'Or (69650)
380000,Maison à vendre,"4 pièces · 3 chambres · 94,2 m²",Beauvallon (69700)
899000,Villa à vendre,6 pièces · 5 chambres · 178 m² · 850 m² de terrain,Lyon 1er arrondissement (69001)
799000,Villa à vendre,6 pièces · 5 chambres · 155 m² · 516 m² de terrain,Cessy (01170)
150000,Appartement à vendre,3 pièces · 2 chambres · 82 m² · 4ème étage,Centre  Tarare (69170)
309500,Appartement à vendre,3 pièces · 2 chambres · 71 m² · Étage 6/8,La Villette  Lyon 3ème arrondissement (69003)
569000,Maison à vendre,5 pièces · 4 chambres · 140 m² · 450 m² de terrain,Grézieu-la-Varenne (69290)
310000,Maison à vendre,6 pièces · 4 chambres · 112 m² · 331 m² de terrain,Clochette Nord  Saint-Fons (69190)
310000,Appartement à vendre,3 pièces · 2 chambres · 64 m² · Étage 2/3,Montchat  Lyon 3ème arrondissement (69003)
338000,Triplex à vendre,2 pièces · 1 chambre · 64 m² · Étage 3/5,Foch  Lyon 6ème arrondissement (69006)
225000,Appartement à vendre,"2 pièces · 1 chambre · 61,4 m² · Étage 6/6",Pentes de la croix-rousse  Lyon 1er arrondissement (69001)
178000,Appartement à vendre,"2 pièces · 1 chambre · 41,3 m² · RDC",Le Bachut  Lyon 8ème arrondissement (69008)
265000,Appartement à vendre,3 pièces · 2 chambres · 71 m² · Étage 6/7,Glaciere-Jomard  Oullins-Pierre-Bénite (69600)
440000,Appartement à vendre,"4 pièces · 3 chambres · 131,3 m² · Étage 2/7",Petites Brosses-Boutary  Caluire-et-Cuire (69300)
579000,Maison à vendre,7 pièces · 4 chambres · 137 m² · 858 m² de terrain,Vosne-Etete Noire  Neuville-sur-Saône (69250)
240000,Appartement à vendre,"2 pièces · 1 chambre · 40,7 m² · RDC/7",Saint Louis  Lyon 7ème arrondissement (69007)
175000,Appartement à vendre,"4 pièces · 3 chambres · 69,9 m² · Étage 3/4",Bonnevay - La Soie - Les Brosses  Villeurbanne (69100)
320403,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 120 m² · 754 m² de terrain,Oslon (71380)
229000,Appartement à vendre,2 pièces · 1 chambre · 49 m² · Étage 1/5,Centre Ville  Tassin-la-Demi-Lune (69160)
599000,Appartement à vendre,4 pièces · 3 chambres · 113 m² · Étage 2/7,Brotteaux  Lyon 6ème arrondissement (69006)
199000,Appartement à vendre - neuf,2 pièces · 1 chambre · 45 m² · dès le 30/09/2027,Grand-Large-Montout  Décines-Charpieu (69150)
639000,Maison à vendre,"7 pièces · 6 chambres · 164,1 m² · 727 m² de terrain",Ternay (69360)
650000,Maison de plain-pied à vendre,8 pièces · 6 chambres · 235 m² · 965 m² de terrain,Communay (69360)
299000,Appartement à vendre,"4 pièces · 4 chambres · 103,4 m² · Étage 3/9",Le Centre  Vaulx-en-Velin (69120)
395000,Appartement à vendre - neuf,3 pièces · 2 chambres · 55 m² · 1er étage,Centre  Caluire-et-Cuire (69300)
927480,Appartement à vendre - neuf,5 pièces · 4 chambres · 138 m²,Fourvière-Saint Just  Lyon 5ème arrondissement (69005)
695000,Duplex à vendre - neuf,5 pièces · 4 chambres · 115 m² · dès le 31/03/2028,
249000,Appartement à vendre - neuf,2 pièces · 1 chambre · 45 m² · Étage 3/3,Bourg  Genas (69740)
99990,Appartement à vendre,1 pièce · 18 m² · Étage 2/5,Les Charmilles-Parilly Sud-Université-Rebufer  Bron (69500)
620000,Maison à vendre,6 pièces · 5 chambres · 175 m² · 425 m² de terrain,Croix Luizet  Villeurbanne (69100)
365000,Appartement à vendre,3 pièces · 2 chambres · 67 m² · Étage 4/4,Ouest  Saint-Genis-Pouilly (01630)
226000,Appartement à vendre - neuf,"1 pièce · 35,2 m² · 2ème étage · dès le 01/01/2029",
700000,Villa à vendre,"10 pièces · 4 chambres · 252,7 m²",Village Chambarras  Corbas (69960)
337000,Maison à vendre,4 pièces · 3 chambres · 115 m² · 353 m² de terrain,Geraniums-Champlantier-La Begude  Feyzin (69320)
850000,Maison à vendre,"6 pièces · 4 chambres · 200,6 m² · 3 697 m² de terrain",Sainte-Consorce (69280)
275000,Appartement à vendre - neuf,3 pièces · 71 m² · RDC · dès le 01/11/2026,Champagne-au-Mont-d'Or (69410)
245000,Appartement à vendre,4 pièces · 3 chambres · 81 m² · Étage 3/3,Grande-Terre  Saint-Fons (69190)
354000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 85 m² · 420 m² de terrain,Vaugneray (69670)
689000,Maison à vendre,9 pièces · 4 chambres · 259 m² · 4 813 m² de terrain,Châtillon (69380)
425000,Appartement à vendre,4 pièces · 3 chambres · 105 m² · Étage 2/4,Sans Souci-Dauphiné  Lyon 3ème arrondissement (69003)
530000,Appartement à vendre,"4 pièces · 3 chambres · 89,5 m² · Étage 3/5",Croix Rousse Centre  Lyon 4ème arrondissement (69004)
239000,Appartement à vendre - Première occupation,2 pièces · 1 chambre · 44 m² · RDC/2,Centre  Champagne-au-Mont-d'Or (69410)
228500,Appartement à vendre - neuf,"3 pièces · 2 chambres · 58,2 m² · 2ème étage",
432500,Appartement à vendre - neuf,"3 pièces · 87,1 m² · 8ème étage · dès le 01/07/2026",
799900,Appartement à vendre,4 pièces · 3 chambres · 122 m² · Étage 2/2,Centre  Divonne-les-Bains (01220)
415000,Appartement à vendre - neuf,"3 pièces · 87,5 m² · 1er étage · dès le 01/07/2026",
420000,Appartement à vendre - neuf,"3 pièces · 82,8 m² · 1er étage · dès le 01/07/2026",
379784,Appartement à vendre - neuf,2 pièces · 42 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
355284,Appartement à vendre - neuf,2 pièces · 42 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
366428,Appartement à vendre - neuf,2 pièces · 42 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
521302,Appartement à vendre - neuf,2 pièces · 63 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
