type_clean;pieces;chambres;prix;neuf_flag;surface;terrain;etage_clean;ville;code_postal
appartement;4;3;430000;1;112.0;0.0;1;Genas;69740
appartement;4;3;397000;1;80.0;0.0;3;Saint-Priest;69800
appartement;4;3;357000;0;80.9;0.0;RDC;Villeurbanne;69100
appartement;4;3;488000;1;95.1;0.0;6;Villeurbanne;69100
appartement;4;3;315000;0;80.4;0.0;2;Genay;69730
appartement;4;3;460000;0;84.0;0.0;RDC;Lyon;69003
appartement;4;3;396600;1;77.0;0.0;4;Décines-Charpieu;69150
appartement;4;3;235000;0;77.0;0.0;4;Bron;69500
appartement;4;3;560000;0;91.0;0.0;7;Lyon;69003
appartement;4;3;485000;0;88.5;0.0;1;Lyon;69003
appartement;4;3;530000;1;105.0;0.0;1;Charly;69390
appartement;4;3;284000;1;79.0;0.0;1;Belleville-en-Beaujolais;69220
appartement;4;3;239000;0;86.6;0.0;1;Villefranche-sur-Saône;69400
appartement;4;3;471000;1;113.0;0.0;3;Décines-Charpieu;69150
appartement;4;3;380000;1;80.0;0.0;1;Genas;69740
appartement;4;3;350000;0;92.0;0.0;1;Lyon;69003
appartement;4;3;365000;0;77.0;0.0;2;Lyon;69002
appartement;4;3;507000;1;90.0;0.0;6;Lyon;69007
appartement;4;3;463000;1;87.5;0.0;3;Villeurbanne;69100
appartement;4;3;249000;1;84.1;0.0;1;Givors;69700
appartement;4;3;750000;0;100.0;0.0;4;Dardilly;69570
appartement;4;3;475000;0;105.0;0.0;2;Tassin-la-Demi-Lune;69160
appartement;4;3;749000;0;168.9;0.0;RDC;Lyon;69110
appartement;4;3;425000;0;105.0;0.0;2;Lyon;69003
appartement;4;3;585000;0;110.0;0.0;2;Lyon;69004
appartement;4;3;450000;0;133.0;0.0;1;Longes;69660
appartement;4;2;365000;0;84.5;0.0;2;Lyon;69003
appartement;4;3;324000;1;91.0;0.0;4;Rillieux-la-Pape;69140
appartement;4;3;269000;1;78.1;0.0;1;Givors;69700
appartement;4;3;530000;0;80.0;0.0;1;Lyon;69003
appartement;4;3;339500;1;77.0;0.0;5;Villeurbanne;69100
appartement;4;3;295000;0;90.0;0.0;2;Villeurbanne;69100
appartement;4;3;590000;0;138.0;0.0;1;Saint-Germain-au-Mont-d'Or;69650
appartement;4;3;309000;0;97.0;0.0;2;Saint-Bonnet-de-Mure;69720
appartement;4;3;610000;0;124.1;0.0;RDC;Lyon;69005
appartement;4;3;298000;0;71.0;0.0;1;Lyon;69008
appartement;4;3;410000;0;93.4;0.0;1;Lozanne;69380
appartement;4;2;395000;0;90.8;0.0;1;Vernay;69300
appartement;4;3;399000;0;103.1;0.0;4;Meyzieu;69330
appartement;4;2;480000;0;89.1;0.0;2;Lyon;69008
appartement;4;2;360000;0;92.9;0.0;3;Vernay;69300
appartement;4;2;227500;0;77.0;0.0;3;Lyon;69008
appartement;4;3;203000;0;112.0;0.0;1;Pusignan;69330
appartement;4;3;369000;0;84.1;0.0;1;Tassin-la-Demi-Lune;69160
appartement;4;3;417000;1;90.0;0.0;RDC;Lyon;69007
appartement;4;3;455000;0;87.0;0.0;3;Lyon;69001
appartement;4;3;299000;0;103.4;0.0;3;Vaulx-en-Velin;69120
appartement;4;3;300000;0;106.5;0.0;1;Caluire-et-Cuire;69300
appartement;4;3;349000;0;95.0;0.0;1;Écully;69130
appartement;4;3;302820;1;80.8;0.0;1;Villeurbanne;69100
appartement;4;3;374000;0;98.0;0.0;RDC;Craponne;69290
appartement;4;3;326171;1;84.0;0.0;4;Belleville-en-Beaujolais;69220
appartement;4;3;174000;0;73.0;0.0;RDC;Saint-Priest;69800
appartement;4;3;435000;0;85.0;0.0;2;Lyon;69007
appartement;4;3;329000;0;81.0;0.0;4;Lyon;69008
appartement;4;3;385000;0;90.0;0.0;1;Vénissieux;69200
appartement;4;3;660000;0;113.0;0.0;6;Villeurbanne;69100
appartement;4;3;750000;0;106.1;0.0;3;Lyon;69006
appartement;4;3;219000;0;85.0;0.0;1;Saint-Pierre-de-Chandieu;69780
appartement;4;2;365000;0;77.6;0.0;4;Lyon;69002
appartement;4;3;366000;1;85.0;0.0;1;Charly;69390
appartement;4;3;234000;0;79.1;0.0;2;Villefranche-sur-Saône;69400
appartement;4;3;493000;1;93.8;0.0;7;Villeurbanne;69100
appartement;4;3;300000;0;97.0;0.0;3;Vaulx-en-Velin;69120
appartement;4;3;329000;1;75.0;0.0;1;Neuville-sur-Saône;69250
appartement;4;3;654000;1;103.0;0.0;RDC;Écully;69130
appartement;4;3;534000;1;86.5;0.0;1;Lyon;69110
appartement;4;3;671000;1;83.7;0.0;12;Lyon;69006
appartement;4;3;320000;0;93.0;0.0;1;Vernay;69300
appartement;4;3;425000;0;84.0;0.0;3;Lyon;69007
appartement;4;3;397000;1;81.0;0.0;1;Charly;69390
appartement;4;3;360000;0;87.0;0.0;4;Lyon;69003
appartement;4;3;425000;1;91.4;0.0;5;Lyon;69008
appartement;4;3;433000;1;96.8;0.0;RDC;Chessy;69380
appartement;4;3;525000;0;98.0;0.0;6;Lyon;69003
appartement;4;3;590000;0;108.0;0.0;4;Lyon;69006
appartement;4;3;309000;1;90.0;0.0;3;Meyzieu;69330
appartement;4;3;469000;1;76.2;0.0;5;Lyon;69002
appartement;4;3;579000;1;107.0;0.0;4;Tassin-la-Demi-Lune;69160
appartement;4;3;370000;0;89.0;0.0;RDC;Villeurbanne;69100
appartement;4;3;564000;1;86.0;0.0;1;Saint-Didier-au-Mont-d'Or;69370
appartement;4;3;290000;0;95.0;0.0;2;Lyon;69008
appartement;4;3;790000;0;111.0;0.0;5;Lyon;69006
appartement;4;3;309900;0;88.0;0.0;1;Saint-Genis-Laval;69230
appartement;4;2;590000;0;100.0;0.0;5;Lyon;69006
appartement;4;3;250000;0;76.2;0.0;2;Bron;69500
appartement;4;3;524000;1;84.0;0.0;1;Lyon;69008
appartement;4;2;195000;0;95.0;0.0;3;Lyon;69009
appartement;4;3;480000;0;113.0;0.0;4;Écully;69130
appartement;4;3;209900;0;77.0;0.0;2;Oullins-Pierre-Bénite;69600
appartement;4;3;420000;0;104.2;0.0;4;Lyon;69003
appartement;4;3;395000;1;79.0;0.0;1;Meyzieu;69330
appartement;4;3;240000;0;84.0;0.0;RDC;Lyon;69009
appartement;4;3;334000;1;88.0;0.0;2;Villefranche-sur-Saône;69400
appartement;4;3;600000;1;80.8;0.0;1;Lyon;69007
appartement;4;3;295000;0;81.0;0.0;RDC;Lyon;69110
appartement;4;2;162000;0;64.0;0.0;4;Vénissieux;69200
appartement;4;3;235000;0;81.5;0.0;1;Saint-Priest;69800
appartement;4;3;480000;0;107.0;0.0;3;Lyon;69001
appartement;4;3;480000;0;85.0;0.0;RDC;Villeurbanne;69100
appartement;4;3;348000;0;103.0;0.0;2;Tassin-la-Demi-Lune;69160
appartement;4;3;397000;1;90.0;0.0;1;Vénissieux;69200
appartement;4;3;288000;1;77.0;0.0;4;Villeurbanne;69100
appartement;4;3;525000;1;88.0;0.0;3;Craponne;69290
appartement;4;2;62000;0;65.3;0.0;RDC;Villeurbanne;69100
appartement;4;3;294000;1;92.0;0.0;1;Lyon;69005
appartement;4;3;429000;0;101.0;0.0;RDC;Bron;69500
appartement;4;2;750000;0;108.0;0.0;5;Lyon;69006
appartement;4;3;255000;0;79.8;0.0;2;Oullins-Pierre-Bénite;69600
appartement;4;3;280000;0;86.0;0.0;3;Villeurbanne;69100
appartement;4;2;325000;0;91.9;0.0;RDC;Tassin-la-Demi-Lune;69160
appartement;4;3;332900;1;81.2;0.0;7;Vénissieux;69200
appartement;4;3;515000;1;85.0;0.0;4;Lyon;69007
appartement;4;3;165000;0;67.5;0.0;2;Vénissieux;69200
appartement;4;2;330000;0;95.7;0.0;4;Villeurbanne;69100
appartement;4;3;599000;1;81.0;0.0;1;Charbonnières-les-Bains;69260
appartement;4;3;285000;0;80.0;0.0;3;Lyon;69008
appartement;4;3;416000;0;97.9;0.0;RDC;Brindas;69126
appartement;4;3;379000;0;87.0;0.0;RDC;Craponne;69290
appartement;4;3;475000;0;98.1;0.0;RDC;Villeurbanne;69100
appartement;4;3;1300000;1;168.9;0.0;2;Saint-Didier-au-Mont-d'Or;69370
appartement;4;3;495000;1;93.0;0.0;4;Lyon;69007
appartement;4;3;410000;0;92.0;0.0;3;Lyon;69004
appartement;4;3;315000;0;81.2;0.0;RDC;Neuville-sur-Saône;69250
appartement;4;3;344000;1;105.0;0.0;2;Rillieux-la-Pape;69140
appartement;4;2;229000;0;73.0;0.0;RDC;Sainte-Foy-l'Argentière;69610
appartement;4;3;349000;1;80.2;0.0;RDC;Toussieu;69780
appartement;4;3;260000;0;69.0;0.0;4;Lyon;69007
appartement;4;3;330000;1;77.0;0.0;1;Vénissieux;69200
appartement;4;3;245000;1;78.9;0.0;1;Saint-Fons;69190
appartement;4;3;499000;1;80.0;0.0;12;Lyon;69007
appartement;4;3;517000;1;79.0;0.0;1;Tassin-la-Demi-Lune;69160
appartement;4;3;718200;0;108.0;0.0;3;Francheville;69340
appartement;4;3;398000;0;108.0;0.0;RDC;Villefranche-sur-Saône;69400
appartement;4;3;380000;1;81.0;0.0;1;Genas;69740
appartement;4;3;480000;1;85.0;0.0;1;Lyon;69007
appartement;4;3;407000;1;79.5;0.0;1;Montagny;69700
appartement;4;3;669000;1;89.2;0.0;RDC;Saint-Didier-au-Mont-d'Or;69370
appartement;4;3;430000;0;98.0;0.0;1;Lyon;69003
appartement;4;3;438000;0;104.0;0.0;11;Lyon;69007
appartement;4;3;239900;0;84.0;0.0;4;Vénissieux;69200
appartement;4;3;199000;0;75.0;0.0;1;Saint-Laurent-de-Mure;69720
appartement;4;2;399000;0;83.1;0.0;4;Lyon;69007
appartement;4;3;468500;1;96.5;0.0;1;Lyon;69008
appartement;4;2;310000;0;101.0;0.0;3;Écully;69130
appartement;4;3;327200;1;79.0;0.0;1;Sain-Bel;69210
appartement;4;3;189000;0;78.6;0.0;4;Vénissieux;69200
appartement;4;3;218000;1;85.5;0.0;1;Lyon;69005
appartement;4;3;349000;0;79.0;0.0;3;Lyon;69003
appartement;4;3;450000;0;132.0;0.0;RDC;Saint-Genis-les-Ollières;69290
appartement;4;3;459000;0;96.0;0.0;6;Caluire-et-Cuire;69300
appartement;4;3;280000;0;90.1;0.0;1;Lyon;69008
appartement;4;2;515000;0;116.3;0.0;4;Tassin-la-Demi-Lune;69160
appartement;4;3;315000;0;81.2;0.0;RDC;Fontaines-sur-Saône;69270
appartement;4;3;495000;0;81.0;0.0;2;Lyon;69002
appartement;4;3;927000;0;168.9;0.0;5;Lyon;69002
appartement;4;3;348800;1;81.0;0.0;3;Corbas;69960
appartement;4;3;440000;0;88.0;0.0;RDC;Lyon;69008
appartement;4;3;199000;0;88.5;0.0;3;Décines-Charpieu;69150
appartement;4;3;339000;0;85.5;0.0;3;Villeurbanne;69100
appartement;4;3;249000;0;98.0;0.0;RDC;Villefranche-sur-Saône;69400
appartement;4;3;665000;0;103.0;0.0;9;Caluire-et-Cuire;69300
appartement;4;3;282000;1;80.0;0.0;1;Belleville-en-Beaujolais;69220
appartement;4;3;485000;1;76.0;0.0;6;Lyon;69002
appartement;4;3;349194;1;83.0;0.0;RDC;Rillieux-la-Pape;69140
appartement;4;3;194000;0;80.5;0.0;3;Saint-Priest;69800
appartement;4;3;349000;0;84.5;0.0;1;Villeurbanne;69100
appartement;4;3;210000;0;73.3;0.0;1;Villeurbanne;69100
appartement;4;3;159000;0;78.0;0.0;3;Feyzin;69320
appartement;4;3;365000;0;86.0;0.0;1;Lyon;69008
appartement;4;3;367000;1;80.0;0.0;3;Neuville-sur-Saône;69250
appartement;4;3;469000;0;89.5;0.0;RDC;Lyon;69003
appartement;4;3;375000;0;94.0;0.0;2;Tassin-la-Demi-Lune;69160
appartement;4;3;359000;0;88.0;0.0;6;Lyon;69003
appartement;4;3;760000;0;94.0;0.0;3;Lyon;69110
appartement;4;3;439000;0;99.7;0.0;3;Tassin-la-Demi-Lune;69160
appartement;4;2;570000;0;96.5;0.0;3;Lyon;69002
appartement;4;3;219500;0;75.8;0.0;RDC;Saint-Laurent-de-Chamousset;69930
appartement;4;3;342900;1;81.2;0.0;7;Vénissieux;69200
appartement;4;3;268000;0;64.0;0.0;3;Oullins-Pierre-Bénite;69600
appartement;4;3;375000;0;91.0;0.0;3;Lyon;69004
appartement;4;3;599000;0;100.0;0.0;RDC;Écully;69130
appartement;4;3;638000;1;82.4;0.0;12;Villeurbanne;69100
appartement;4;3;482000;1;84.0;0.0;2;Saint-Romain-au-Mont-d'Or;69270
appartement;4;3;315000;0;80.0;0.0;1;Genay;69730
appartement;4;2;475000;0;108.4;0.0;1;Lyon;69002
appartement;4;3;210000;0;83.4;0.0;RDC;Vaulx-en-Velin;69120
appartement;4;3;589000;1;90.0;0.0;RDC;Lyon;69007
appartement;4;2;215000;0;71.0;0.0;1;Bron;69500
appartement;4;3;288500;1;76.0;0.0;1;Vénissieux;69200
appartement;4;3;244000;0;73.3;0.0;1;Meyzieu;69330
appartement;4;3;570000;0;117.4;0.0;RDC;Lyon;69001
appartement;4;3;235000;0;78.0;0.0;1;Vénissieux;69200
appartement;4;3;416000;0;97.9;0.0;RDC;Craponne;69290
appartement;4;3;420000;0;86.4;0.0;3;Lyon;69005
appartement;4;3;670000;0;108.0;0.0;5;Lyon;69006
appartement;4;3;197000;0;68.0;0.0;4;Lyon;69008
appartement;4;2;650000;0;103.5;0.0;5;Lyon;69004
appartement;4;3;340000;0;96.8;0.0;5;Villeurbanne;69100
appartement;4;3;572000;1;93.0;0.0;RDC;Charbonnières-les-Bains;69260
appartement;4;3;569000;1;93.0;0.0;RDC;Charbonnières-les-Bains;69260
appartement;4;3;358800;1;81.0;0.0;3;Corbas;69960
appartement;4;3;298000;0;78.0;0.0;2;Meyzieu;69330
appartement;4;3;619000;1;95.0;0.0;1;Saint-Genis-Laval;69230
appartement;4;3;515000;0;89.0;0.0;4;Lyon;69007
appartement;4;3;300000;0;79.0;0.0;1;Villeurbanne;69100
appartement;4;3;135000;0;86.0;0.0;3;Givors;69700
appartement;4;3;425000;0;81.0;0.0;3;Lyon;69005
appartement;4;3;286800;1;71.0;0.0;1;Vaulx-en-Velin;69120
appartement;4;3;675300;1;91.0;0.0;3;Saint-Didier-au-Mont-d'Or;69370
appartement;4;3;450000;0;104.0;0.0;2;Lyon;69001
appartement;4;3;447700;1;90.0;0.0;2;Brindas;69126
appartement;4;3;308924;0;88.0;0.0;RDC;Villeurbanne;69100
appartement;4;3;419000;1;72.0;0.0;4;Saint-Priest;69800
appartement;4;3;439000;0;85.1;0.0;RDC;Lyon;69007
appartement;4;2;410000;0;90.0;0.0;6;Lyon;69007
appartement;4;3;460000;0;114.0;0.0;5;Lyon;69001
appartement;4;3;189000;0;70.0;0.0;3;Vénissieux;69200
appartement;4;2;250000;0;94.0;0.0;1;Lyon;69110
appartement;4;3;299000;0;75.0;0.0;2;Villeurbanne;69100
appartement;4;3;460000;0;96.0;0.0;2;Lyon;69003
appartement;4;3;232000;0;80.3;0.0;1;Vénissieux;69200
appartement;4;3;234000;0;82.0;0.0;2;Villefranche-sur-Saône;69400
appartement;4;3;378999;0;82.0;0.0;1;Caluire-et-Cuire;69300
appartement;4;3;589000;1;80.0;0.0;3;Lyon;69004
appartement;4;3;370000;1;80.0;0.0;3;Mions;69780
appartement;4;3;480000;1;89.7;0.0;1;Chasselay;69380
appartement;4;3;485000;0;111.0;0.0;5;Écully;69130
appartement;4;3;320000;1;85.0;0.0;1;Villefranche-sur-Saône;69400
appartement;4;3;293000;1;78.0;0.0;9;Rillieux-la-Pape;69140
appartement;4;3;890000;1;102.7;0.0;5;Lyon;69007
appartement;4;3;339000;0;97.0;0.0;2;Lyon;69110
appartement;4;3;800000;1;100.0;0.0;15;Lyon;69003
appartement;4;3;385000;1;82.0;0.0;2;Villeurbanne;69100
appartement;4;3;590000;1;100.0;0.0;1;Francheville;69340
appartement;4;3;539500;1;90.0;0.0;1;Villeurbanne;69100
appartement;4;3;169000;0;113.6;0.0;2;Rillieux-la-Pape;69140
appartement;4;3;165000;0;92.0;0.0;2;Irigny;69540
appartement;4;3;293820;1;79.2;0.0;1;Villeurbanne;69100
appartement;4;3;220000;1;80.0;0.0;1;Givors;69700
appartement;4;3;540000;1;85.0;0.0;RDC;Villeurbanne;69100
appartement;4;3;256805;1;71.0;0.0;3;Vaulx-en-Velin;69120
appartement;4;3;394000;1;72.0;0.0;1;Saint-Romain-au-Mont-d'Or;69270
appartement;4;3;598000;0;139.0;0.0;1;Lyon;69002
appartement;4;3;386000;1;74.0;0.0;3;Lyon;69008
appartement;4;3;532500;1;82.0;0.0;1;Tassin-la-Demi-Lune;69160
appartement;4;3;770000;0;128.0;0.0;5;Lyon;69003
appartement;4;2;278000;0;69.5;0.0;2;Écully;69130
appartement;4;3;470000;0;130.0;0.0;2;Lyon;69001
appartement;4;3;473000;1;76.2;0.0;6;Lyon;69002
appartement;4;3;330000;0;89.4;0.0;3;Rillieux-la-Pape;69140
appartement;4;3;280000;0;116.0;0.0;1;Neuville-sur-Saône;69250
appartement;4;3;460000;1;90.1;0.0;5;Vénissieux;69200
appartement;4;2;179000;0;80.0;0.0;1;Lyon;69008
appartement;4;3;550000;0;108.0;0.0;2;Lyon;69006
appartement;4;3;448000;1;90.4;0.0;3;Villeurbanne;69100
appartement;4;3;590000;0;96.1;0.0;3;Francheville;69340
appartement;4;3;159900;0;100.0;0.0;1;Givors;69700
appartement;4;3;277800;1;80.0;0.0;1;Villeurbanne;69100
appartement;4;3;330000;1;84.4;0.0;4;Villefranche-sur-Saône;69400
appartement;4;3;635000;0;115.0;0.0;2;Lyon;69001
appartement;4;2;284000;0;88.0;0.0;9;Oullins-Pierre-Bénite;69600
appartement;4;3;169000;0;97.0;0.0;1;Bessenay;69690
appartement;4;2;239000;0;79.0;0.0;3;Écully;69130
appartement;4;3;195000;0;78.5;0.0;7;Villeurbanne;69100
appartement;4;2;198000;0;77.0;0.0;RDC;Vénissieux;69200
appartement;4;3;370000;0;90.0;0.0;2;Lyon;69007
appartement;4;3;504000;1;87.2;0.0;1;Genas;69740
appartement;4;3;1750000;0;168.9;0.0;2;Lyon;69006
appartement;4;3;365000;0;82.0;0.0;2;Lyon;69007
appartement;4;3;409000;1;82.0;0.0;1;Villeurbanne;69100
appartement;4;2;285000;0;96.0;0.0;1;Lyon;69008
appartement;4;3;448000;0;95.0;0.0;1;Lyon;69006
appartement;4;3;450000;0;112.0;0.0;6;Lyon;69007
appartement;4;2;495000;0;103.0;0.0;RDC;Lyon;69004
appartement;4;3;169000;0;100.0;0.0;12;Rillieux-la-Pape;69140
appartement;4;3;391000;1;79.0;0.0;1;Meyzieu;69330
appartement;4;3;199900;0;70.0;0.0;1;Oullins-Pierre-Bénite;69600
appartement;4;3;534000;1;79.0;0.0;RDC;Lyon;69005
appartement;4;3;350000;0;78.0;0.0;8;Villeurbanne;69100
appartement;4;3;240700;1;81.4;0.0;RDC;L'Arbresle;69210
appartement;4;3;450000;0;88.0;0.0;2;Saint-Cyr-au-Mont-d'Or;69450
appartement;4;3;850000;0;134.0;0.0;3;Lyon;69001
appartement;4;3;457000;0;107.0;0.0;1;Lyon;69008
appartement;4;2;249600;0;63.0;0.0;5;Lyon;69003
appartement;4;3;570000;0;95.0;0.0;1;Lyon;69004
appartement;4;2;585000;0;93.0;0.0;7;Lyon;69006
appartement;4;3;490000;0;89.1;0.0;RDC;Caluire-et-Cuire;69300
appartement;4;3;630000;1;85.0;0.0;1;Lyon;69007
appartement;4;3;349000;0;88.2;0.0;2;Vernaison;69390
appartement;4;3;255000;0;80.0;0.0;2;Saint-Bonnet-de-Mure;69720
appartement;4;3;349000;0;105.0;0.0;11;Lyon;69009
appartement;4;3;522952;1;79.0;0.0;RDC;Lyon;69005
appartement;4;3;480000;1;90.0;0.0;1;Lyon;69009
appartement;4;3;398000;1;95.3;0.0;1;Saint-Bonnet-de-Mure;69720
appartement;4;3;315000;0;105.5;0.0;3;Villeurbanne;69100
appartement;4;3;219000;0;106.0;0.0;2;Villefranche-sur-Saône;69400
appartement;4;3;840000;1;105.0;0.0;1;Lyon;69007
appartement;4;3;310000;0;102.2;0.0;1;Fontaines-sur-Saône;69270
appartement;4;3;295000;0;93.7;0.0;2;Brindas;69126
appartement;4;3;240000;0;91.6;0.0;5;Villefranche-sur-Saône;69400
appartement;4;3;650000;1;123.7;0.0;3;Champagne-au-Mont-d'Or;69410
appartement;4;3;650000;1;90.0;0.0;6;Lyon;69007
appartement;4;3;232000;1;78.0;0.0;RDC;Bron;69500
appartement;4;3;207000;0;73.0;0.0;5;Saint-Fons;69190
appartement;4;3;500000;1;95.7;0.0;1;Charly;69390
appartement;4;3;293000;1;80.0;0.0;9;Rillieux-la-Pape;69140
appartement;4;3;399000;0;96.0;0.0;1;Craponne;69290
appartement;4;3;364000;1;90.0;0.0;2;Décines-Charpieu;69150
appartement;4;3;345000;0;91.0;0.0;1;Caluire-et-Cuire;69300
appartement;4;3;655000;0;168.9;0.0;2;Genas;69740
appartement;4;3;274000;1;78.2;0.0;2;Givors;69700
appartement;4;3;299000;0;86.4;0.0;1;Villeurbanne;69100
appartement;4;3;645000;0;120.0;0.0;3;Champagne-au-Mont-d'Or;69410
appartement;4;3;410000;0;87.8;0.0;1;Écully;69130
appartement;4;3;398000;1;80.0;0.0;1;Caluire-et-Cuire;69300
appartement;4;3;800000;0;123.4;0.0;5;Lyon;69002
appartement;4;2;540000;0;93.0;0.0;1;Lyon;69002
appartement;4;3;425000;0;91.0;0.0;5;Lyon;69004
appartement;4;3;240000;0;83.8;0.0;3;Tassin-la-Demi-Lune;69160
appartement;4;3;599000;0;106.0;0.0;7;Villeurbanne;69100
appartement;4;3;665000;0;115.0;0.0;5;Lyon;69110
appartement;4;3;384000;1;75.0;0.0;2;Craponne;69290
appartement;4;3;249000;0;78.0;0.0;1;Saint-Priest;69800
appartement;4;3;165000;0;74.0;0.0;2;Vénissieux;69200
appartement;4;2;325000;0;94.0;0.0;1;Lyon;69110
appartement;4;3;290000;0;79.0;0.0;2;Lyon;69003
appartement;4;3;312000;1;82.0;0.0;4;Vaulx-en-Velin;69120
appartement;4;3;175000;0;80.0;0.0;3;Vaulx-en-Velin;69120
appartement;4;3;470000;0;103.5;0.0;RDC;Caluire-et-Cuire;69300
appartement;4;3;690500;0;103.0;0.0;3;Lyon;69005
appartement;4;3;252000;0;63.0;0.0;1;Villeurbanne;69100
appartement;4;2;555000;0;89.0;0.0;3;Lyon;69003
appartement;4;3;749000;0;138.0;0.0;4;Lyon;69002
appartement;4;3;365000;0;86.0;0.0;1;Lyon;69003
appartement;4;3;416500;1;97.3;0.0;1;Saint-Bonnet-de-Mure;69720
appartement;4;3;329900;1;81.2;0.0;6;Vénissieux;69200
appartement;4;3;295000;0;84.0;0.0;RDC;Saint-Priest;69800
appartement;4;3;491000;1;76.2;0.0;9;Lyon;69002
appartement;4;3;299000;0;82.5;0.0;RDC;Oullins-Pierre-Bénite;69310
appartement;4;3;339000;0;90.0;0.0;2;Saint-Genis-Laval;69230
appartement;4;3;579000;0;144.0;0.0;3;Saint-Didier-au-Mont-d'Or;69370
appartement;4;3;360000;0;87.6;0.0;1;Saint-Laurent-de-Mure;69720
appartement;4;3;549000;1;81.0;0.0;7;Lyon;69002
appartement;4;3;970000;0;168.0;0.0;RDC;Lyon;69004
appartement;4;3;300000;0;96.0;0.0;5;Lyon;69009
appartement;4;3;325900;1;81.2;0.0;2;Vénissieux;69200
appartement;4;3;380000;0;102.0;0.0;1;Irigny;69540
appartement;4;3;325000;0;81.0;0.0;7;Lyon;69007
appartement;4;2;335000;0;109.1;0.0;5;Rillieux-la-Pape;69140
appartement;4;3;159000;0;80.0;0.0;1;Givors;69700
appartement;4;3;330000;0;94.0;0.0;1;Lyon;69009
appartement;4;3;275000;0;85.0;0.0;2;Lyon;69009
appartement;4;3;498000;0;101.0;0.0;RDC;Tassin-la-Demi-Lune;69160
appartement;4;3;477000;1;76.2;0.0;8;Lyon;69002
appartement;4;3;182000;0;83.0;0.0;4;Vénissieux;69200
appartement;4;2;259000;0;68.4;0.0;2;Caluire-et-Cuire;69300
appartement;4;3;462000;0;119.0;0.0;RDC;Saint-Didier-au-Mont-d'Or;69370
appartement;4;3;450000;1;78.0;0.0;3;Lyon;69110
appartement;4;2;155000;0;78.0;0.0;2;Grigny-sur-Rhône;69520
appartement;4;3;159000;0;63.0;0.0;4;Genay;69730
appartement;4;3;554000;0;80.0;0.0;3;Lyon;69006
appartement;4;3;618000;0;110.0;0.0;2;Charbonnières-les-Bains;69260
appartement;4;3;530000;1;83.0;0.0;9;Villeurbanne;69100
appartement;4;3;449900;0;80.0;0.0;RDC;Bron;69500
appartement;4;3;359000;0;105.4;0.0;RDC;Chabanière;69440
appartement;4;3;565000;0;124.0;0.0;5;Caluire-et-Cuire;69300
appartement;4;3;225000;0;81.7;0.0;RDC;Grigny-sur-Rhône;69520
appartement;4;3;230000;0;80.9;0.0;6;Lyon;69008
appartement;4;2;399000;0;96.0;0.0;3;Bron;69500
appartement;4;3;699000;0;112.0;0.0;1;Lyon;69006
appartement;4;2;430000;0;93.0;0.0;1;Lyon;69005
appartement;4;3;448000;0;96.3;0.0;7;Villeurbanne;69100
appartement;4;3;442000;0;81.0;0.0;5;Villeurbanne;69100
appartement;4;3;345000;0;83.7;0.0;1;Lyon;69008
appartement;4;2;100000;0;70.0;0.0;RDC;Tarare;69170
appartement;4;3;150000;0;82.0;0.0;RDC;Saint-Priest;69800
appartement;4;3;425000;0;95.0;0.0;RDC;Charbonnières-les-Bains;69260
appartement;4;3;320000;0;90.0;0.0;2;Tassin-la-Demi-Lune;69160
appartement;4;3;460000;0;102.0;0.0;1;Vaugneray;69670
appartement;4;3;446000;1;95.0;0.0;5;Bron;69500
appartement;4;3;685600;1;92.0;0.0;3;Saint-Didier-au-Mont-d'Or;69370
appartement;4;3;429000;1;78.0;0.0;1;Lyon;69002
appartement;4;3;419000;0;81.0;0.0;RDC;Lyon;69003
appartement;4;3;390000;1;95.0;0.0;1;Ambérieux;69480
appartement;4;3;606000;1;88.1;0.0;2;Caluire-et-Cuire;69300
appartement;4;3;454000;1;88.0;0.0;3;Craponne;69290
appartement;4;3;139900;0;73.0;0.0;3;Saint-Priest;69800
appartement;4;3;341000;1;82.0;0.0;1;Anse;69480
appartement;4;3;315000;0;83.0;0.0;4;Saint-Genis-Laval;69230
appartement;4;3;299000;1;90.4;0.0;1;Rillieux-la-Pape;69140
appartement;4;3;349000;0;98.5;0.0;3;Lyon;69110
appartement;4;3;473000;1;90.0;0.0;2;Villeurbanne;69100
appartement;4;3;229000;0;79.0;0.0;RDC;Lyon;69005
appartement;4;3;435000;1;81.0;0.0;4;Lyon;69002
appartement;4;3;385000;1;81.0;0.0;2;Villeurbanne;69100
appartement;4;3;269000;0;88.0;0.0;2;Saint-Priest;69800
appartement;4;3;235000;0;65.7;0.0;1;Lyon;69008
appartement;4;3;313000;0;108.0;0.0;1;Saint-Bonnet-de-Mure;69720
appartement;4;3;360000;0;84.0;0.0;1;Caluire-et-Cuire;69300
appartement;4;3;399000;0;122.2;0.0;5;Oullins-Pierre-Bénite;69600
appartement;4;3;517000;0;101.0;0.0;1;Écully;69130
appartement;4;3;159900;0;63.0;0.0;4;Vénissieux;69200
appartement;4;2;353000;0;113.6;0.0;1;Villeurbanne;69100
appartement;4;3;420000;0;87.0;0.0;3;Lyon;69004
appartement;4;2;378000;0;89.0;0.0;RDC;Lyon;69003
appartement;4;3;350000;0;113.6;0.0;3;Belleville-en-Beaujolais;69220
appartement;4;3;506000;1;81.0;0.0;4;Lyon;69007
